股票名稱,持股(%)
1.摩根大通銀行,10.22%
2.美國銀行,8.60%
3.富國銀行,6.31%
4.標準普爾全球公司,5.68%
5.貝萊德公司,4.89%
6.匯豐控股,4.68%
7.摩根士丹利,4.55%
8.高盛集團,3.90%
9.黑石公司,3.77%
10.花旗集團,3.34%
