股票名稱,持股(%)
1.信越化學工業有限公司,2.45%
2.旭化成,0.49%
3.Ecopro有限公司,0.46%
4.日酸控股公司,0.30%
5.日產化學公司,0.26%
6.HanmiSemiconductorCoLtd,0.08%
7.韓松化學有限公司,0.07%
8.健策精密工業,0.06%
9.SoulbrainCoLtd,0.05%
10.東進世美肯股份有限公司,0.05%
