股票名稱,持股(%)
1.福泰製藥公司,8.75%
2.Regeneron Pharmaceuticals Inc,8.66%
3.安進公司,7.50%
4.吉利德科學公司,6.95%
5.ASTRAZENECA PLC-SPONS ADR,3.64%
6.莫德納公司,3.59%
7.百健公司,3.21%
8.ProShares兩倍做多那斯達克生技,2.32%
9.伊魯米納公司,2.27%
10.阿里拉姆製藥公司,1.94%
