代號,股票名稱,持股票名稱,持股(%)
00918,大華優利高填息30,聯電,6.77
00918,大華優利高填息30,聯詠,6.40
00918,大華優利高填息30,廣達,6.31
00918,大華優利高填息30,中信金,5.52
00918,大華優利高填息30,中美晶,5.21
00918,大華優利高填息30,和碩,4.91
00918,大華優利高填息30,可成,4.68
00918,大華優利高填息30,瑞儀,4.35
00919,群益台灣精選高息,長榮,11.82
00919,群益台灣精選高息,瑞昱,9.56
00919,群益台灣精選高息,聯電,8.40
00919,群益台灣精選高息,聯詠,7.27
00919,群益台灣精選高息,聯發科,5.78
00919,群益台灣精選高息,力成,5.01
00919,群益台灣精選高息,鈊象,4.97
00919,群益台灣精選高息,中美晶,4.85
00919,群益台灣精選高息,健鼎,3.78
00919,群益台灣精選高息,漢唐,3.49
00920,富邦ESG綠色電力,VESTAS WIND SYSTEM,10.51
00920,富邦ESG綠色電力,台達電,8.09
00920,富邦ESG綠色電力,SAMSUNG SDI CO LTD,7.55
00920,富邦ESG綠色電力,TDK Corp,7.46
00920,富邦ESG綠色電力,FIRST SOLAR INC,6.66
00920,富邦ESG綠色電力,Iberdrola SA,6.56
00920,富邦ESG綠色電力,TERNA SPA,5.35
00920,富邦ESG綠色電力,ENPHASE ENERGY INC,5.23
00920,富邦ESG綠色電力,RWE AG,4.46
00920,富邦ESG綠色電力,ORSTED A/S,4.15
00921,兆豐龍頭等權重,廣達,4.00
00921,兆豐龍頭等權重,台積電,3.75
00921,兆豐龍頭等權重,上緯投控,3.65
00921,兆豐龍頭等權重,大亞,3.49
00921,兆豐龍頭等權重,瑞儀,3.47
00921,兆豐龍頭等權重,成霖,3.41
00921,兆豐龍頭等權重,聯詠,3.28
00921,兆豐龍頭等權重,中信金,3.25
00921,兆豐龍頭等權重,材料-KY,3.20
00921,兆豐龍頭等權重,聯強,3.18
00922,國泰台灣領袖50,台積電,33.40
00922,國泰台灣領袖50,鴻海,5.88
00922,國泰台灣領袖50,聯發科,5.86
00922,國泰台灣領袖50,台達電,3.47
00922,國泰台灣領袖50,廣達,3.01
00922,國泰台灣領袖50,中信金,2.09
00922,國泰台灣領袖50,日月光投控,2.03
00922,國泰台灣領袖50,富邦金,2.02
00922,國泰台灣領袖50,聯電,1.74
00922,國泰台灣領袖50,兆豐金,1.67
00923,群益台ESG低碳50,台積電,33.48
00923,群益台ESG低碳50,聯發科,8.36
00923,群益台ESG低碳50,鴻海,5.09
00923,群益台ESG低碳50,日月光投控,4.43
00923,群益台ESG低碳50,聯電,3.98
00923,群益台ESG低碳50,聯詠,3.91
00923,群益台ESG低碳50,瑞昱,3.89
00923,群益台ESG低碳50,廣達,2.22
00923,群益台ESG低碳50,創意,2.10
00923,群益台ESG低碳50,台達電,2.07
00924,復華S&P500成長,MICROSOFT CORP-USA,11.80
00924,復華S&P500成長,APPLE INC-USA,9.98
00924,復華S&P500成長,NVIDIA CORP-USA,8.49
00924,復華S&P500成長,AMAZON.COM INC-USA,7.13
00924,復華S&P500成長,META PLATFORMS INC-CLASS A-USA,4.06
00924,復華S&P500成長,ALPHABET INC-CL A-USA,3.38
00924,復華S&P500成長,ALPHABET INC-CL C-USA,3.29
00924,復華S&P500成長,ELI LILLY & CO-USA,2.81
00924,復華S&P500成長,BROADCOM INC-USA,2.36
00924,復華S&P500成長,TESLA INC-USA,2.13
00925,新光標普電動車,通用汽車公司,12.89
00925,新光標普電動車,福特汽車公司,10.29
00925,新光標普電動車,本田汽車,8.93
00925,新光標普電動車,特斯拉公司,6.28
00925,新光標普電動車,康明斯公司,5.34
00925,新光標普電動車,豐田汽車公司,5.21
00925,新光標普電動車,Texas Instruments In,4.75
00925,新光標普電動車,ON SEMICONDUCTOR,4.49
00925,新光標普電動車,博格華納,4.01
00925,新光標普電動車,PACCAR Inc,3.96
00926,凱基全球菁英55,微狄亞視訊,17.81
00926,凱基全球菁英55,MICROSOFT,14.27
00926,凱基全球菁英55,博通有限公司,9.11
00926,凱基全球菁英55,Visa Inc,6.57
00926,凱基全球菁英55,Alphabet INC-CL A,6.18
00926,凱基全球菁英55,Mastercard Inc,5.97
00926,凱基全球菁英55,Meta Platforms Inc,4.08
00926,凱基全球菁英55,禮來,2.50
00926,凱基全球菁英55,諾和諾德公司,1.64
00926,凱基全球菁英55,康菲石油,1.46
00927,群益半導體收益,台積電,16.50
00927,群益半導體收益,聯發科,15.62
00927,群益半導體收益,日月光投控,7.87
00927,群益半導體收益,聯電,7.64
00927,群益半導體收益,聯詠,5.66
00927,群益半導體收益,瑞昱,4.61
00927,群益半導體收益,力成,4.16
00927,群益半導體收益,中美晶,3.53
00927,群益半導體收益,世界,3.11
00927,群益半導體收益,環球晶,3.08
00929,復華台灣科技優息,聯發科,7.90
00929,復華台灣科技優息,聯詠,5.29
00929,復華台灣科技優息,瑞昱,4.73
00929,復華台灣科技優息,群光,4.60
00929,復華台灣科技優息,日月光投控,4.53
00929,復華台灣科技優息,大聯大,4.39
00929,復華台灣科技優息,力成,4.15
00929,復華台灣科技優息,聯強,3.59
00929,復華台灣科技優息,京元電子,3.52
00929,復華台灣科技優息,聯電,3.49
00930,永豐ESG低碳高息,聯發科,6.58
00930,永豐ESG低碳高息,群光,6.39
00930,永豐ESG低碳高息,大聯大,5.08
00930,永豐ESG低碳高息,力成,4.78
00930,永豐ESG低碳高息,聚陽,4.75
00930,永豐ESG低碳高息,京元電子,4.44
00930,永豐ESG低碳高息,瑞儀,4.15
00930,永豐ESG低碳高息,聯詠,4.15
00930,永豐ESG低碳高息,瑞昱,4.15
00930,永豐ESG低碳高息,日月光投控,4.02
00932,兆豐永續高息等權,力成,3.14
00932,兆豐永續高息等權,群光,2.98
00932,兆豐永續高息等權,長榮鋼,2.91
00932,兆豐永續高息等權,神基,2.59
00932,兆豐永續高息等權,聯發科,2.40
00932,兆豐永續高息等權,達方,2.33
00932,兆豐永續高息等權,聯詠,2.29
00932,兆豐永續高息等權,鴻海,2.29
00932,兆豐永續高息等權,瑞儀,2.26
00932,兆豐永續高息等權,日月光投控,2.26
00934,中信成長高股息,聯發科,8.86
00934,中信成長高股息,日月光投控,7.13
00934,中信成長高股息,聯詠,7.02
00934,中信成長高股息,聯電,5.99
00934,中信成長高股息,瑞昱,5.79
00934,中信成長高股息,鈊象,4.18
00934,中信成長高股息,大聯大,3.59
00934,中信成長高股息,華碩,3.47
00934,中信成長高股息,欣興,3.45
00934,中信成長高股息,群光,3.10
00935,野村臺灣新科技50,台積電,32.73
00935,野村臺灣新科技50,聯發科,15.26
00935,野村臺灣新科技50,台達電,6.09
00935,野村臺灣新科技50,聯電,5.16
00935,野村臺灣新科技50,日月光投控,4.37
00935,野村臺灣新科技50,聯詠,2.90
00935,野村臺灣新科技50,瑞昱,2.25
00935,野村臺灣新科技50,智邦,2.14
00935,野村臺灣新科技50,欣興,2.08
00935,野村臺灣新科技50,國巨,1.93
00936,台新永續高息中小,瑞儀,5.78
00936,台新永續高息中小,神基,5.42
00936,台新永續高息中小,力成,5.27
00936,台新永續高息中小,致伸,5.23
00936,台新永續高息中小,中美晶,5.18
00936,台新永續高息中小,群光,4.95
00936,台新永續高息中小,頎邦,4.47
00936,台新永續高息中小,長榮航,4.45
00936,台新永續高息中小,長榮鋼,4.39
00936,台新永續高息中小,聚陽,4.30
00939,統一台灣高息動能,群光,7.22
00939,統一台灣高息動能,東陽,3.58
00939,統一台灣高息動能,瑞昱,3.39
00939,統一台灣高息動能,台光電,3.03
00939,統一台灣高息動能,英業達,2.45
00939,統一台灣高息動能,聯強,2.16
00939,統一台灣高息動能,川湖,1.76
00939,統一台灣高息動能,鴻海,1.74
00939,統一台灣高息動能,聯電,1.20
00939,統一台灣高息動能,佳世達,0.68
00940,元大台灣價值高息,長榮,9.32
00940,元大台灣價值高息,鈊象,3.51
00940,元大台灣價值高息,中美晶,3.14
00940,元大台灣價值高息,聯電,3.14
00940,元大台灣價值高息,和碩,2.99
00940,元大台灣價值高息,聯發科,2.96
00940,元大台灣價值高息,環球晶,2.90
00940,元大台灣價值高息,漢唐,2.90
00940,元大台灣價值高息,日月光投控,2.71
00940,元大台灣價值高息,聯詠,2.65
00941,中信上游半導體,信越化學工業有限公司,2.45
00941,中信上游半導體,旭化成,0.49
00941,中信上游半導體,Ecopro有限公司,0.46
00941,中信上游半導體,日酸控股公司,0.30
00941,中信上游半導體,日產化學公司,0.26
00941,中信上游半導體,HanmiSemiconductorCoLtd,0.08
00941,中信上游半導體,韓松化學有限公司,0.07
00941,中信上游半導體,健策精密工業,0.06
00941,中信上游半導體,SoulbrainCoLtd,0.05
00941,中信上游半導體,東進世美肯股份有限公司,0.05
