代號,股票名稱,行業類別,比重(%)
00921,兆豐龍頭等權重,其餘行業 - 電子零組件業,2.62
00921,兆豐龍頭等權重,其餘行業 - 運動休閒,2.50
00921,兆豐龍頭等權重,其餘行業 - 造紙工業,2.47
00921,兆豐龍頭等權重,其餘行業 - 玻璃陶瓷,2.45
00921,兆豐龍頭等權重,其餘行業 - 油電燃氣業,2.32
00921,兆豐龍頭等權重,其餘行業 - 塑膠工業,2.25
00921,兆豐龍頭等權重,其餘行業 - 數位雲端,2.22
00921,兆豐龍頭等權重,其餘行業 - 其他產業,1.76
00922,國泰台灣領袖50,半導體業,46.79
00922,國泰台灣領袖50,金融保險,17.36
00922,國泰台灣領袖50,電腦及週邊設備業,9.71
00922,國泰台灣領袖50,其他電子業,6.83
00922,國泰台灣領袖50,電子零組件業,4.82
00922,國泰台灣領袖50,其餘行業 - 通信網路業,3.63
00922,國泰台灣領袖50,其餘行業 - 光電業,1.45
00922,國泰台灣領袖50,其餘行業 - 食品工業,1.43
00922,國泰台灣領袖50,其餘行業 - 汽車工業,1.24
00922,國泰台灣領袖50,其餘行業 - 塑膠工業,1.15
00922,國泰台灣領袖50,其餘行業 - 其他,1.02
00922,國泰台灣領袖50,其餘行業 - 電機機械,0.79
00922,國泰台灣領袖50,其餘行業 - 貿易百貨,0.78
00922,國泰台灣領袖50,其餘行業 - 其他產業,0.68
00922,國泰台灣領袖50,其餘行業 - 航運業,0.66
00922,國泰台灣領袖50,其餘行業 - 水泥工業,0.62
00922,國泰台灣領袖50,其餘行業 - 電器電纜,0.39
00923,群益台ESG低碳50,半導體業,59.93
00923,群益台ESG低碳50,金融保險,13.08
00923,群益台ESG低碳50,電腦及週邊設備業,9.03
00923,群益台ESG低碳50,其他電子業,5.57
00923,群益台ESG低碳50,通信網路業,3.67
00923,群益台ESG低碳50,其餘行業 - 電子零組件業,3.64
00923,群益台ESG低碳50,其餘行業 - 食品工業,1.08
00923,群益台ESG低碳50,其餘行業 - 其他,0.75
00923,群益台ESG低碳50,其餘行業 - 汽車工業,0.72
00923,群益台ESG低碳50,其餘行業 - 貿易百貨,0.51
00923,群益台ESG低碳50,其餘行業 - 電子通路業,0.44
00923,群益台ESG低碳50,其餘行業 - 紡織纖維,0.35
00923,群益台ESG低碳50,其餘行業 - 電器電纜,0.32
00923,群益台ESG低碳50,其餘行業 - 其他產業,0.22
00924,復華S&P500成長,北美,95.03
00924,復華S&P500成長,其他產業,4.28
00925,新光標普電動車,北美,74.17
00925,新光標普電動車,北美,22.92
00925,新光標普電動車,其他產業,2.11
00926,凱基全球菁英55,北美,90.62
00926,凱基全球菁英55,其他產業,8.31
00926,凱基全球菁英55,已開發歐洲,4.65
00927,群益半導體收益,半導體業,97.67
00927,群益半導體收益,其他產業,4.16
00929,復華台灣科技優息,半導體業,45.64
00929,復華台灣科技優息,電子零組件業,16.25
00929,復華台灣科技優息,電腦及週邊設備業,15.08
00929,復華台灣科技優息,電子通路業,9.56
00929,復華台灣科技優息,其他電子業,5.38
00929,復華台灣科技優息,其餘行業 - 光電業,3.80
00929,復華台灣科技優息,其餘行業 - 通信網路業,3.17
00929,復華台灣科技優息,其餘行業 - 其他產業,2.50
00930,永豐ESG低碳高息,半導體業,40.30
00930,永豐ESG低碳高息,電子零組件業,20.50
00930,永豐ESG低碳高息,光電業,8.20
00930,永豐ESG低碳高息,紡織纖維,4.99
00930,永豐ESG低碳高息,電子通路業,4.92
00930,永豐ESG低碳高息,其餘行業 - 其他電子業,4.88
00930,永豐ESG低碳高息,其餘行業 - 電腦及週邊設備業,3.95
00930,永豐ESG低碳高息,其餘行業 - 其他產業,2.63
00930,永豐ESG低碳高息,其餘行業 - 金融保險,2.59
00930,永豐ESG低碳高息,其餘行業 - 食品工業,1.71
00930,永豐ESG低碳高息,其餘行業 - 通信網路業,1.50
00930,永豐ESG低碳高息,其餘行業 - 運動休閒,1.09
00930,永豐ESG低碳高息,其餘行業 - 建材營造,0.97
00930,永豐ESG低碳高息,其餘行業 - 化學工業,0.82
00930,永豐ESG低碳高息,其餘行業 - 其他,0.73
00932,兆豐永續高息等權,半導體業,34.68
00932,兆豐永續高息等權,電腦及週邊設備業,14.09
00932,兆豐永續高息等權,電子零組件業,10.36
00932,兆豐永續高息等權,光電業,6.63
00932,兆豐永續高息等權,通信網路業,6.04
00932,兆豐永續高息等權,其餘行業 - 金融保險,3.64
00932,兆豐永續高息等權,其餘行業 - 塑膠工業,3.55
00932,兆豐永續高息等權,其餘行業 - 鋼鐵工業,2.94
00932,兆豐永續高息等權,其餘行業 - 電子通路業,2.71
00932,兆豐永續高息等權,其餘行業 - 水泥工業,2.51
00932,兆豐永續高息等權,其餘行業 - 建材營造,2.45
00932,兆豐永續高息等權,其餘行業 - 其他電子業,2.20
00932,兆豐永續高息等權,其餘行業 - 其他,2.09
00932,兆豐永續高息等權,其餘行業 - 航運業,1.93
00932,兆豐永續高息等權,其餘行業 - 其他產業,1.68
00932,兆豐永續高息等權,其餘行業 - 造紙工業,0.80
00932,兆豐永續高息等權,其餘行業 - 生技醫療業,0.62
00934,中信成長高股息,半導體業,40.37
00934,中信成長高股息,電腦及週邊設備業,7.76
00934,中信成長高股息,光電業,5.95
00934,中信成長高股息,電子通路業,5.93
00934,中信成長高股息,建材營造,5.60
00934,中信成長高股息,其餘行業 - 其他電子業,4.35
00934,中信成長高股息,其餘行業 - 文化創意業,4.07
00934,中信成長高股息,其餘行業 - 電子零組件業,3.80
00934,中信成長高股息,其餘行業 - 金融保險,3.79
00934,中信成長高股息,其餘行業 - 食品工業,3.29
00934,中信成長高股息,其餘行業 - 紡織纖維,3.09
00934,中信成長高股息,其餘行業 - 航運業,2.98
00934,中信成長高股息,其餘行業 - 貿易百貨,1.76
00934,中信成長高股息,其餘行業 - 其他,1.56
00934,中信成長高股息,其餘行業 - 鋼鐵工業,1.54
00934,中信成長高股息,其餘行業 - 數位雲端,1.29
00934,中信成長高股息,其餘行業 - 居家生活,0.99
00934,中信成長高股息,其餘行業 - 其他產業,0.91
00934,中信成長高股息,其餘行業 - 水泥工業,0.51
00935,野村臺灣新科技50,半導體業,70.90
00935,野村臺灣新科技50,電子零組件業,14.55
00935,野村臺灣新科技50,電腦及週邊設備業,8.00
00935,野村臺灣新科技50,通信網路業,2.49
00935,野村臺灣新科技50,其他電子業,1.52
00935,野村臺灣新科技50,其餘行業 - 其他產業,1.13
00935,野村臺灣新科技50,其餘行業 - 文化創意業,0.97
00936,台新永續高息中小,半導體業,22.28
00936,台新永續高息中小,電子零組件業,15.61
00936,台新永續高息中小,金融保險,7.53
00936,台新永續高息中小,光電業,6.75
00936,台新永續高息中小,電腦及週邊設備業,6.23
00936,台新永續高息中小,其餘行業 - 化學工業,5.64
00936,台新永續高息中小,其餘行業 - 航運業,5.00
00936,台新永續高息中小,其餘行業 - 鋼鐵工業,4.92
00936,台新永續高息中小,其餘行業 - 其他產業,4.30
00936,台新永續高息中小,其餘行業 - 汽車工業,4.07
00936,台新永續高息中小,其餘行業 - 紡織纖維,3.95
00936,台新永續高息中小,其餘行業 - 貿易百貨,3.51
00936,台新永續高息中小,其餘行業 - 通信網路業,3.25
00936,台新永續高息中小,其餘行業 - 資訊服務業,2.78
00936,台新永續高息中小,其餘行業 - 建材營造,2.33
00936,台新永續高息中小,其餘行業 - 綠能環保,1.60
00936,台新永續高息中小,其餘行業 - 數位雲端,0.68
00936,台新永續高息中小,其餘行業 - 生技醫療業,0.55
00936,台新永續高息中小,其餘行業 - 觀光餐旅,0.45
00939,統一台灣高息動能,半導體業,32.01
00939,統一台灣高息動能,電子零組件業,18.06
00939,統一台灣高息動能,電腦及週邊設備業,14.55
00939,統一台灣高息動能,電子通路業,11.94
00939,統一台灣高息動能,航運業,6.37
00939,統一台灣高息動能,其餘行業 - 汽車工業,3.77
00939,統一台灣高息動能,其餘行業 - 光電業,3.51
00939,統一台灣高息動能,其餘行業 - 其他電子業,3.30
00939,統一台灣高息動能,其餘行業 - 通信網路業,2.29
00939,統一台灣高息動能,其餘行業 - 文化創意業,1.94
00939,統一台灣高息動能,其餘行業 - 其他產業,1.64
00940,元大台灣價值高息,半導體業,30.24
00940,元大台灣價值高息,電腦及週邊設備業,15.57
00940,元大台灣價值高息,航運業,9.51
00940,元大台灣價值高息,其他電子業,8.06
00940,元大台灣價值高息,電子零組件業,7.06
00940,元大台灣價值高息,其餘行業 - 通信網路業,4.05
00940,元大台灣價值高息,其餘行業 - 金融保險,3.90
00940,元大台灣價值高息,其餘行業 - 其他產業,3.19
00940,元大台灣價值高息,其餘行業 - 文化創意業,3.14
00940,元大台灣價值高息,其餘行業 - 汽車工業,2.69
00940,元大台灣價值高息,其餘行業 - 運動休閒,2.17
00940,元大台灣價值高息,其餘行業 - 電機機械,2.09
00940,元大台灣價值高息,其餘行業 - 食品工業,2.01
00940,元大台灣價值高息,其餘行業 - 電子通路業,1.71
00940,元大台灣價值高息,其餘行業 - 光電業,0.75
00940,元大台灣價值高息,其餘行業 - 鋼鐵工業,0.52
00940,元大台灣價值高息,其餘行業 - 化學工業,0.28
00941,中信上游半導體,北美,46.94
00941,中信上游半導體,日本,25.93
00941,中信上游半導體,已開發歐洲,23.34
00941,中信上游半導體,其他產業,1.84
00941,中信上游半導體,亞洲不含日本,1.59
00941,中信上游半導體,其餘行業 - 電子零組件業,0.17
00941,中信上游半導體,其餘行業 - 電子通路業,0.17
00944,野村趨勢動能高息,其他產業,99.99
00945B,凱基美國非投等債,其他產業,95.49
00946,群益科技高息成長,其他產業,30.78
