行業類別,比重(%)
半導體業,54.00%
金融保險,12.57%
電腦及週邊設備業,6.88%
其他電子業,4.73%
電子零組件業,3.70%
其餘行業 - 通信網路業,3.62%
其餘行業 - 塑膠工業,2.54%
其餘行業 - 航運業,2.22%
其餘行業 - 油電燃氣業,1.39%
其餘行業 - 鋼鐵工業,1.00%
其餘行業 - 其他,0.99%
其餘行業 - 食品工業,0.92%
其餘行業 - 紡織纖維,0.90%
其餘行業 - 水泥工業,0.82%
其餘行業 - 電子通路業,0.76%
其餘行業 - 電機機械,0.72%
其餘行業 - 貿易百貨,0.60%
其餘行業 - 電器電纜,0.33%
其餘行業 - 運動休閒,0.27%
其餘行業 - 數位雲端,0.20%
其餘行業 - 化學工業,0.18%
其餘行業 - 建材營造,0.12%
其餘行業 - 其他產業,0.09%
其餘行業 - 橡膠工業,0.04%
其餘行業 - 光電業,0.03%
