行業類別,比重(%)
半導體業,58.43%
金融保險,11.25%
電腦及週邊設備業,7.14%
其他電子業,4.97%
電子零組件業,3.15%
其餘行業 - 通信網路業,2.51%
其餘行業 - 光電業,1.76%
其餘行業 - 塑膠工業,1.72%
其餘行業 - 航運業,1.18%
其餘行業 - 食品工業,0.89%
其餘行業 - 其他,0.78%
其餘行業 - 水泥工業,0.75%
其餘行業 - 鋼鐵工業,0.69%
其餘行業 - 電子通路業,0.58%
其餘行業 - 汽車工業,0.50%
其餘行業 - 紡織纖維,0.45%
其餘行業 - 運動休閒,0.41%
其餘行業 - 其他產業,0.40%
其餘行業 - 電機機械,0.38%
其餘行業 - 貿易百貨,0.38%
其餘行業 - 電器電纜,0.26%
其餘行業 - 橡膠工業,0.23%
其餘行業 - 油電燃氣業,0.19%
其餘行業 - 生技醫療業,0.17%
其餘行業 - 居家生活,0.15%
