行業類別,比重(%)
半導體業,47.29%
金融保險,16.84%
電腦及週邊設備業,10.21%
其他電子業,6.41%
電子零組件業,5.07%
其餘行業 - 通信網路業,3.67%
其餘行業 - 光電業,1.58%
其餘行業 - 食品工業,1.41%
其餘行業 - 汽車工業,1.27%
其餘行業 - 塑膠工業,1.10%
其餘行業 - 其他,1.00%
其餘行業 - 電機機械,0.78%
其餘行業 - 貿易百貨,0.75%
其餘行業 - 航運業,0.62%
其餘行業 - 水泥工業,0.59%
其餘行業 - 其他產業,0.52%
其餘行業 - 電器電纜,0.40%
